            separation          total energy        partial charge        partial charge                  HOMO                  LUMO
            [Angstrom]             [Hartree]              [H atom]              [O atom]             [Hartree]             [Hartree]
              0.311498            -71.805055              0.767455              0.232545             -1.082877             -0.758124
              0.347521            -72.650124              0.740572              0.259428             -1.071901             -0.750247
              0.383545            -73.280746              0.714526              0.285474             -1.062215             -0.743226
              0.419568            -73.755990              0.690296              0.309703             -1.053457             -0.736770
              0.455592            -74.117045              0.668286              0.331714             -1.045374             -0.730688
              0.491615            -74.393113              0.648440              0.351561             -1.037796             -0.724848
              0.527639            -74.605258              0.630520              0.369481             -1.030604             -0.719167
              0.563662            -74.768843              0.614273              0.385727             -1.023715             -0.713590
              0.599686            -74.895245              0.599478              0.400522             -1.017072             -0.708084
              0.635710            -74.992963              0.585939              0.414061             -1.010632             -0.702630
              0.671733            -75.068415              0.573474              0.426526             -1.004363             -0.697215
              0.707757            -75.126492              0.561907              0.438093             -0.998241             -0.691833
              0.743780            -75.170945              0.551079              0.448921             -0.992247             -0.686482
              0.779804            -75.204679              0.540852              0.459148             -0.986365             -0.681159
              0.815827            -75.229955              0.531125              0.468875             -0.979828             -0.675865
              0.851851            -75.248548              0.521825              0.478175             -0.971214             -0.670599
              0.887874            -75.261853              0.512906              0.487094             -0.962428             -0.665363
              0.923898            -75.270977              0.504338              0.495662             -0.953487             -0.660160
              0.959921            -75.276794              0.496103              0.503897             -0.944414             -0.654991
              0.995945            -75.280002              0.488183              0.511817             -0.935236             -0.649859
              1.031969            -75.281153              0.480565              0.519435             -0.925983             -0.644766
              1.067992            -75.280693              0.473239              0.526761             -0.916685             -0.639716
              1.104016            -75.278976              0.466193              0.533807             -0.907371             -0.634710
              1.140039            -75.276288              0.459419              0.540580             -0.898069             -0.629749
              1.176063            -75.272859              0.452914              0.547086             -0.888804             -0.624834
              1.212086            -75.268876              0.446677              0.553323             -0.879600             -0.619968
              1.248110            -75.264492              0.440713              0.559287             -0.870477             -0.615152
              1.284133            -75.259828              0.435034              0.564965             -0.861454             -0.610390
              1.320157            -75.254985              0.429661              0.570339             -0.852546             -0.605685
              1.356180            -75.250043              0.424621              0.575379             -0.843766             -0.601045
              1.392204            -75.245066              0.419955              0.580045             -0.835126             -0.596479
              1.428227            -75.240109              0.415711              0.584289             -0.826637             -0.591998
              1.464251            -75.235212              0.411951              0.588049             -0.818307             -0.587617
              1.500275            -75.230410              0.408743              0.591257             -0.810149             -0.583356
              1.536298            -75.225730              0.406156              0.593844             -0.802171             -0.579235
              1.572322            -75.221196              0.404257              0.595743             -0.794387             -0.575278
              1.608345            -75.216824              0.403093              0.596907             -0.786809             -0.571509
              1.644369            -75.212628              0.402685              0.597315             -0.779449             -0.567947
              1.680392            -75.208617              0.403024              0.596976             -0.772318             -0.564608
              1.716416            -75.204798              0.404066              0.595934             -0.765426             -0.561499
              1.752439            -75.201172              0.405740              0.594260             -0.758778             -0.558620
              1.788463            -75.197740              0.407957              0.592043             -0.752374             -0.555964
              1.824486            -75.194498              0.410615              0.589385             -0.746212             -0.553519
              1.860510            -75.191443              0.413613              0.586387             -0.740286             -0.551268
              1.896534            -75.188566              0.416851              0.583149             -0.734590             -0.549192
              1.932557            -75.185862              0.420240              0.579760             -0.729113             -0.547272
              1.968581            -75.183321              0.423699              0.576301             -0.723847             -0.545625
              2.004604            -75.180935              0.427164              0.572836             -0.718781             -0.548541
              2.040628            -75.178696              0.430583              0.569417             -0.713904             -0.551201
              2.076651            -75.176594              0.433914              0.566086             -0.709208             -0.553627
